Intensity,Intensity 30_1,Intensity 30_2,Intensity 30_3,Intensity 35_1,Intensity 35_2,Intensity 35_3,Intensity 40_1,Intensity 40_2,Intensity 40_3,Intensity 45_1,Intensity 45_2,Intensity 45_3
14958000,833520,768970,885500,1000200,898810,1171000,1841900,1747300,1941900,1422100,1338100,1108700
4865400,507740,397670,412230,355160,302900,332350,419330,524280,574800,317970,382210,338740
4477500,765250,544210,517390,320750,192970,209270,435660,388560,369860,284470,312860,136260
1736900,359650,113490,73780,110340,54440,65802,312340,177170,168040,125050,96658,80178
9454400,1314000,1153700,1236900,685890,539730,572190,970680,942540,870670,432970,387080,348060
2936800,0,41593,49586,0,64315,0,121000,110420,90898,985680,832230,641050
961860,217080,159370,192230,79848,72329,0,120050,120940,0,0,0,0
136130000,37294000,9832600,6519100,14396000,6416400,3943700,17000000,13254000,10036000,10024000,4824900,2588600
5389400,861390,457970,459540,377420,211670,250960,423640,443650,381540,513060,610250,398310
131990000,15000000,13326000,14415000,7457800,7500400,7751200,11425000,15539000,14542000,8406300,9186200,7442800
15068000,2229800,1384000,1601600,809040,728010,920190,1528500,1505200,1624800,957950,1034400,744290
2012500,125520,101160,74415,159360,74966,21493,173940,218040,199260,219510,384160,260700
11138000,2276300,1256800,1189600,964240,572880,516570,1357400,1249100,1015800,287940,251480,199480
18263000,2882000,1504300,1217700,1596900,970250,1070500,2705200,1907700,1871000,953340,953920,629730
909310,351860,251330,0,138870,0,0,167250,0,0,0,0,0
219870000,33143000,18037000,20345000,17404000,11802000,11405000,21715000,22225000,19620000,16386000,16285000,11501000
8500200,2072600,931940,678760,698450,361030,302370,914760,778090,546070,539980,426840,249340
1613200,130300,119150,0,85224,74609,85538,152390,117210,98967,249150,286770,213840
18025000,473660,298330,251020,3222000,1960900,2526800,3375400,2692400,2688800,207350,176540,151500
503970,0,0,0,125550,118580,129050,0,77444,53346,0,0,0
2994600,685820,376050,0,224040,152490,152970,234060,457520,491540,128340,0,91773
100380000,15931000,10944000,11274000,6139800,3422800,4117700,7777800,8572800,7376400,7912100,8943700,7966800
3229500,310460,125470,226210,137170,223500,107770,125870,841900,912070,42363,67257,109450
20098000,1067800,814460,1016100,1176500,949270,866470,1150600,1840600,1179300,3106800,3940300,2990200
2697300,397840,249050,235640,237810,163980,182220,333800,241260,200250,189440,130340,135710
86237000,6273100,3805900,3088600,5195800,2718800,1893400,9121800,7569400,5957600,15861000,13117000,11634000
103650000,14451000,8393200,9327300,7314500,5007000,3585000,10376000,10544000,9897700,8374700,9253700,7125800
54163000,4524800,3480200,3715100,3424900,3143200,3697600,5872900,6662500,6370000,4376200,5086300,3808800
3718500,379220,249730,277670,263060,197980,0,332940,420360,370180,403650,475240,348510
406690,0,0,93934,0,0,81525,0,0,134260,0,96971,0
9153400,824920,659940,637460,713880,652740,703070,1214400,1196000,856340,706360,567680,420700
7258300,1237400,733760,769160,468930,398690,427000,731920,772620,701900,419680,341420,255790
1384800,0,0,0,241140,214810,350510,239090,166930,129860,42464,0,0
5586300,54302,0,42780,754190,767960,964840,829850,943050,1031900,48572,59120,89716
13930000,1746500,1296500,1570900,956920,614620,894110,2058700,1088000,971100,907650,935240,889880
1752000,0,188450,187460,0,0,0,0,0,1376000,0,0,0
3569000,326740,222190,220950,147600,124900,148040,221960,279380,265070,529670,597370,485080
1157800,199520,153540,138160,62385,56687,46804,95572,121790,119550,59086,46292,58457
18466000,3048900,1754700,2247700,1281200,979410,1162100,2274200,1874200,2066600,0,1078600,698040
2791900,0,414330,465080,0,385060,562110,478340,0,426870,0,0,60112
27208000,3394700,2585400,2496200,2103800,1514600,1811300,3415600,3702200,3047800,1249100,1118400,769210
1316400,136350,77815,93389,93484,75528,88486,105160,168140,165820,84298,126090,101810
1218900,391810,255090,186540,0,0,67893,0,130340,109850,0,0,77423
13409000,1898100,1262300,1592200,890430,760640,703570,1032900,1471700,1442000,710440,883930,760650
10246000,1119100,590580,573570,515370,297090,398010,762560,655570,687710,1577700,1573200,1495300
12722000,1540600,1438200,1510600,712110,733040,705160,1259000,1482800,1559700,823730,501530,455580
1326000,0,277560,328140,149290,126370,183590,0,0,154060,0,0,106950
5905900,717880,327650,402130,643940,187460,188980,992260,531260,276640,762330,537300,338130
7564700,549240,219870,473210,855250,312910,174470,1292300,1114400,1029200,440530,734860,368620
4003700,659960,581690,655750,312810,264950,362050,472600,473760,0,220120,0,0
990400,329340,142690,168630,0,0,90324,110740,0,0,63849,84826,0
4057500,364510,350560,0,201270,198510,221300,324540,368680,341530,630320,581460,474810
7757600,1067200,767870,895660,477440,446920,616710,841410,889840,882990,291420,289660,290460
507390,119710,70151,98476,0,0,59826,0,0,73265,31783,0,54172
2065300,251950,135840,64571,100040,0,61976,90392,210110,169250,482350,204370,294420
7136700,1318700,387660,574230,566310,423990,0,1144100,786390,0,1146800,788490,0
405550,0,0,57821,0,0,0,0,0,0,173220,174510,0
2576200,699320,169670,123690,144520,95537,91726,247680,160300,167340,289640,258850,127960
13065000,1237200,1067400,948710,1277400,767920,524610,1420900,1858000,1421200,842710,1045100,653480
6542700,671620,441970,520130,307610,260820,359060,669970,634840,732890,601670,777530,564570
13848000,2670400,0,0,1086200,0,2006400,2194800,2107100,2993600,401000,388050,0
3467400,409280,305220,331790,249390,234680,266290,314370,416280,350080,187030,210850,192180
6927700,609680,473870,437040,439020,397770,470420,705250,850520,822200,577620,682040,462240
549590,0,0,121220,0,85949,0,0,182740,159690,0,0,0
4503000,471490,416190,334360,336250,215020,0,0,462240,446660,593140,752660,474960
339760,0,165510,0,0,0,0,0,0,174240,0,0,0
1660500,270370,142020,175360,139880,80976,140120,175820,194570,278130,30696,0,32510
34857000,6987900,2702300,2781500,3482300,1376100,1371300,5049000,2911500,2539800,2449900,1851100,1354200
44917000,5734400,4194000,4749900,2765000,2421300,2996100,4965400,5156200,4775000,2480600,2513700,2165200
1815100,829590,223320,0,0,0,0,0,422350,339830,0,0,0
2410100,528650,259140,280050,204190,134360,0,307430,285190,0,206020,205040,0
5424700,1085200,777770,482580,299360,229490,108820,485570,535120,465710,302310,340570,312220
1250900,0,247390,322890,100910,63188,0,198900,111760,0,86327,119500,0
2233200,573800,268350,309270,122960,0,126850,212080,221390,0,145650,135580,117320
943560,184780,172460,168300,65130,66702,77547,120290,0,88356,0,0,0
3321500,322010,194630,247490,249870,156590,181480,369320,470840,399590,210130,268420,251130
396700,49481,45317,64447,27367,27488,0,56836,56037,69727,0,0,0
43068000,6630000,4782800,4603600,2833200,2259900,2618200,4247500,4465400,4312000,2147900,2290200,1877100
9619500,1659600,1246800,1162200,790210,370280,242250,928930,1271500,1153500,280660,338970,174590
498600000,52619000,41637000,47998000,27705000,33518000,40668000,55128000,49743000,54697000,31210000,35280000,28401000
243660,243660,0,0,0,0,0,0,0,0,0,0,0
3312000,406610,294140,294350,273870,159270,168450,308760,251280,233020,336920,323110,262200
2309100,273870,223060,238560,156840,122770,214100,222420,284250,322380,88935,87959,73957
1245000,256330,263920,96016,74910,75599,54901,104370,36531,82113,77453,70907,51956
231960,44536,85582,0,22479,31618,0,16884,0,0,0,30862,0
4480600,528200,0,437470,466320,0,407780,548110,539170,556000,281170,390140,326260
391160,0,0,87880,90300,0,36698,112170,0,30523,0,0,33595
24284000,1182600,7079100,1704600,1873600,1462300,1239100,1463700,1027400,2478100,974780,1936400,1862500
27484000,2358500,1719600,2327300,1868200,1929500,1641400,2407000,2740600,2887400,2385000,2595400,2624400
108050000,34779000,11561000,0,1506100,3809500,602300,0,25458000,25933000,3055200,132290,1212000
1801400,163690,353310,26390,146240,0,0,59322,739620,312880,0,0,0
14295000,0,1237800,1635500,994660,896970,956880,1809400,2019600,2044300,847580,966100,886390
4630500,330080,367160,215910,565000,440630,486620,0,857870,733510,321960,0,311760
13006000,3505500,2148500,448440,1219100,819450,204590,2079100,1494700,294860,665440,126190,0
12765000,0,2071200,0,0,1121100,1434200,0,1654000,1708800,1293400,2400600,1082000
1034000,575290,149020,81191,89235,0,0,139230,0,0,0,0,0
7466900,1083900,394460,414900,865690,299080,269030,1294000,786660,673810,611320,374870,399120
2895500,179110,117760,126250,88452,99072,133550,179630,214480,162140,283930,1021700,289440
6871100,2278700,234760,0,0,182740,0,0,1453700,2491700,229530,0,0
10785000,1556600,1091800,1184600,663760,537430,664900,1103300,1123300,1084700,602600,613360,558810
2154400,650030,471190,496150,72056,65124,83040,62554,49630,63039,52517,47854,41194
181080,181080,0,0,0,0,0,0,0,0,0,0,0
16659000,2805500,1726100,1882500,1225500,790200,463320,1662400,2095400,1890200,647610,943980,526320
1612000,694400,0,0,263390,0,0,381010,0,0,273190,0,0
4965500,727180,0,547710,388890,0,254360,519720,0,760460,554470,712790,499970
15155000,2429100,1594600,1909300,1055700,814080,930020,1709100,1760300,1519800,477590,560530,394900
4832400,1128800,469050,385960,502700,241230,168810,630690,517520,463960,0,177000,146670
4713900,454160,1824400,497170,0,244220,183540,0,540490,232630,0,383700,353630
68770000,8075900,6499400,0,5056000,3518000,0,5941600,7021900,0,10698000,11997000,9962500
0,0,0,0,0,0,0,0,0,0,0,0,0
131860,0,0,0,0,0,73744,0,0,58117,0,0,0
2167100,262890,272860,220760,152370,138320,171240,172820,135640,142820,191160,173890,132330
1048000,325790,297710,199900,54062,18673,0,33820,64819,33008,0,0,20199
1246700,111010,113800,124140,116740,87407,67787,124660,94688,69001,124490,82426,130540
2945500,152590,114590,140610,171000,114540,138640,240350,262280,228400,476380,493470,412630
689320000,41688000,29998000,32264000,45441000,33104000,35731000,82372000,76639000,61956000,85124000,90725000,74278000
53137000,6683000,4625000,4745100,4098500,3378000,3622900,8033900,7855900,7206900,1011700,1028000,848520
757270,172400,99767,153990,42534,35641,62710,63915,47075,34395,0,25120,19712
2102700,469940,215980,196190,157860,129250,123170,186120,298480,325720,0,0,0
13944000,383830,166410,129630,794430,207070,159640,850580,502790,383460,5168500,2723500,2474300
307790000,30036000,22136000,25223000,13716000,12305000,15025000,20877000,23185000,22855000,43480000,42629000,36325000
1799100,1110100,0,0,226950,0,0,462110,0,0,0,0,0
16476000,2073900,1651900,1644000,1123600,732850,837860,1942900,2215500,1894600,951480,814210,593590
1113600,113260,101360,91170,74101,59562,27198,151270,131710,123560,84168,91272,65008
2608900,120540,0,0,110210,131060,156520,181950,226180,183820,465650,560270,472760
7968200,1027900,705140,681390,536020,512630,377250,947120,1240700,0,818140,656120,465720
2634200,421960,180630,199760,0,156370,177560,315700,258560,304000,268150,174920,176640
432690,221120,0,0,95185,0,0,116390,0,0,0,0,0
5616800,632410,383040,460020,475200,343980,267600,678520,787370,780190,265520,295660,247280
39265000,10476000,2820300,3060700,2471600,2199300,1126500,3872900,3842800,4550900,1765300,2147100,931240
3873600,530060,369210,393040,402560,187960,220860,483550,452770,391690,174140,165200,102580
1200000,155470,87141,103000,70373,121930,106870,171240,122570,111790,28146,62141,59374
1261500,519670,185350,0,180490,99764,0,276270,0,0,0,0,0
4364400,531320,226480,287260,332910,223410,325980,393860,449190,410050,372370,455720,355900
2511600,204920,139360,120800,107700,80688,81961,170690,221670,166260,425550,452800,339240
4202200,900460,465100,337180,345150,221360,214850,713350,473950,296260,123120,111380,0
36813000,3137600,2007200,2125300,1681500,1317700,1696500,3134200,3125700,3271600,4957800,5744900,4613200
977640,99309,103330,104250,85474,71346,99558,115890,148940,149550,0,0,0
4888800,257410,242020,325250,237730,179770,264970,442610,396260,345330,664300,895690,637500
1385300,165260,152010,110180,83094,36143,45848,110290,98261,118130,162880,157690,145520
140620,0,0,0,0,0,62900,0,0,77718,0,0,0
433110,63757,0,0,218360,0,0,150990,0,0,0,0,0
1871900,169530,133090,117900,154360,84821,120040,193940,230780,194280,147580,202040,123590
5298300,643980,235920,270770,484060,392620,387520,1131700,584670,780240,159050,96357,131410
118340000,8652500,8687400,8103200,5381300,5659800,8003100,11724000,12692000,11230000,13049000,15246000,9907600
409120000,55071000,31451000,26875000,30454000,21882000,21471000,54537000,44576000,36992000,33350000,31071000,21389000
5785600,1244400,759360,683820,626270,309010,449180,0,721580,667740,0,219130,105070
166600000,19673000,15852000,15024000,10724000,8953200,10158000,15833000,15847000,15042000,13911000,12974000,12613000
4481500,393500,405730,349040,314290,292810,303810,447120,582580,553910,188370,351040,299300
3303800,0,0,0,301080,254810,303370,656370,622300,712130,171780,147460,134480
29274000,3005400,1975600,2131100,1308200,1296000,1540800,2795400,2790200,2693800,3313800,3463000,2960800
611330,0,82046,76306,0,46251,55178,0,132140,89227,0,51924,78262
25918000,4004200,2522000,3416000,1462700,1343700,1960300,2423400,2976800,2785300,1056000,973150,994870
999960,109560,0,0,223880,139850,0,261780,217030,0,47869,0,0
10953000,244560,177440,112400,1965800,1346200,1312300,1913000,1677400,1503600,322590,208060,170050
10491000,454590,391960,362280,328390,240380,18327,0,445230,317990,2694700,3353100,1883600
3414800,1091300,187960,232620,389110,108270,88583,627870,365670,292710,0,30744,0
18707000,161080,78067,121400,56733,53480,53601,87383,105120,0,0,8080600,9909200
23730000,2660000,2243900,2669200,1543000,1181400,1611900,2697200,2106800,1742300,1931500,1803600,1539300
1252500,0,0,0,0,0,0,0,0,1252500,0,0,0
12864000,780250,568520,738990,1056600,865280,876550,1415700,1818900,1757800,1071100,1027600,886420
581940,164550,0,0,59581,0,0,66049,0,0,291760,0,0
2488800,192350,337070,291550,96203,94662,133210,215300,131010,102490,290770,351650,252500
3692700,706970,0,390510,402350,0,0,318440,560110,506030,466960,341320,0
4345700,655190,370190,470320,294620,255500,285630,465080,480790,585820,154240,196860,131430
2589800,543770,165840,263880,229320,124480,109990,330310,180650,228790,183800,130280,98754
13169000,594260,426550,0,813720,592600,0,1281900,1304100,0,3789400,4366100,0
1407600,0,0,0,0,266190,252130,0,457720,280860,0,87258,63451
2828900,594220,302600,250770,417260,208790,128700,368610,376260,0,181690,0,0
1826700,285380,196990,227350,114090,129040,152040,170870,275310,275660,0,0,0
193960000,21484000,12603000,12775000,11001000,7617800,7814700,18480000,17526000,16052000,23448000,23131000,22024000
9408800,641420,1102500,0,601480,223420,0,0,1526900,1122500,1381400,1555100,1254000
940300,0,243760,0,0,156710,0,0,236910,0,0,302920,0
2656100,543480,441160,388860,113730,123620,127350,239800,331210,346890,0,0,0
497450,0,0,32272,0,63872,0,0,161580,104710,135030,0,0
1822900,365320,279340,236710,0,98543,130650,0,169990,195180,106030,109200,131960
3914900,670870,326240,371820,421580,236960,229660,576260,597100,484360,0,0,0
3700000,936690,426430,586760,226020,119580,142230,380510,293350,146660,204600,189620,47560
1467500,537540,238440,0,182180,0,0,288900,0,0,0,0,220410
2378500,333210,190120,158620,166290,98898,0,162280,139390,0,478430,345410,305810
308840,143170,0,0,68607,0,0,97066,0,0,0,0,0
45161000,5819000,4449800,4553800,2571300,2611900,2688300,4752600,4512400,4275000,2999300,3192200,2735600
272440,240340,0,0,32106,0,0,0,0,0,0,0,0
231420000,27286000,12333000,5599500,14510000,16644000,12127000,9864300,22491000,22604000,37336000,22843000,27780000
452610,452610,0,0,0,0,0,0,0,0,0,0,0
2465500,302350,221530,205440,186560,114360,182800,276030,294960,239510,220500,221500,0
981530,118490,0,40130,49413,0,0,74822,164360,129700,176180,127280,101150
1529500,663910,342500,356940,0,0,60223,72091,0,33820,0,0,0
1450600,99400,82117,79413,82619,90665,131880,152190,170990,124890,164630,168210,103550
9186400,1329000,904290,910280,601870,466260,555440,1114800,1114500,1012700,358200,484000,335040
137760000,9979400,8204800,14281000,6431400,4540400,6185900,11826000,6547200,4950900,20454000,27273000,17083000
46640000,12840000,4612900,503530,1377800,1774400,768030,975200,5734200,5240800,8493800,1665400,2654000
1336400,0,0,0,0,0,0,0,0,0,1336400,0,0
182650,93799,0,0,0,0,0,0,88850,0,0,0,0
13882000,1841000,1091400,1048900,680520,461860,641230,1130100,1123800,1027500,1850400,1729300,1255800
14868000,2463300,1477900,1695300,1119100,827380,883440,1786700,1664500,949800,709390,738480,552950
